gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.7,1,0.69398,Гипотеза консолидации. Вход: 3/110000 KZT; выход: 1/16685 KZT; k=0.15; depth=1.
100000000018102100,peripheral,0.1,6,0.209806,Обрыв depth=4; продолжение неизвестно. Вход: 1/7000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000031787100,transit,0.6,8,0.64805,Гипотеза транзита. Вход: 1/90000 KZT; выход: 2/90000 KZT; k=1.00; depth=2.
100000000041368100,peripheral,0.25,3,0.462349,Порогов ролей не достиг; требуется контекст. Вход: 1/160000 KZT; выход: 0/0 KZT; k=0.00; depth=1.
100000000076451100,peripheral,0.25,15,0.547847,Порогов ролей не достиг; требуется контекст. Вход: 3/87707 KZT; выход: 4/58000 KZT; k=0.66; depth=2.
100000000089154100,distributor,0.75,1,0.809181,Гипотеза распределения. Вход: 1/10000 KZT; выход: 15/425500 KZT; k=42.55; depth=1.
100000000190228100,peripheral,0.25,9,0.372447,Порогов ролей не достиг; требуется контекст. Вход: 1/5000 KZT; выход: 1/28560 KZT; k=5.71; depth=2.
100000000201868100,transit,0.6,4,0.675007,Гипотеза транзита. Вход: 1/190000 KZT; выход: 1/190000 KZT; k=1.00; depth=2.
100000000254336100,peripheral,0.25,1,0.528941,Порогов ролей не достиг; требуется контекст. Вход: 2/97177 KZT; выход: 1/60000 KZT; k=0.62; depth=3.
100000000267734100,peripheral,0.25,8,0.635258,Порогов ролей не достиг; требуется контекст. Вход: 2/180000 KZT; выход: 7/282000 KZT; k=1.57; depth=1.
100000000274067100,peripheral,0.25,8,0.675872,Порогов ролей не достиг; требуется контекст. Вход: 2/517704 KZT; выход: 3/2969000 KZT; k=5.73; depth=1.
100000000287768100,peripheral,0.25,1,0.333879,Порогов ролей не достиг; требуется контекст. Вход: 1/35168 KZT; выход: 0/0 KZT; k=0.00; depth=3.
100000000288317100,peripheral,0.25,6,0.544911,Порогов ролей не достиг; требуется контекст. Вход: 2/100000 KZT; выход: 3/53500 KZT; k=0.54; depth=3.
100000000291906100,transit,0.6,50,0.749028,Гипотеза транзита. Вход: 2/388000 KZT; выход: 2/455854 KZT; k=1.17; depth=2.
100000000291908100,peripheral,0.25,50,0.552696,Порогов ролей не достиг; требуется контекст. Вход: 1/295500 KZT; выход: 1/13300 KZT; k=0.05; depth=3.
100000000297649100,peripheral,0.25,11,0.478852,Порогов ролей не достиг; требуется контекст. Вход: 1/40000 KZT; выход: 1/70600 KZT; k=1.76; depth=2.
100000000299820100,peripheral,0.1,6,0.2276,Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000307908100,peripheral,0.25,43,0.20452,Порогов ролей не достиг; требуется контекст. Вход: 1/5000 KZT; выход: 0/0 KZT; k=0.00; depth=2.
100000000331309100,coordinator,0.65,7,0.894733,Гипотеза связующего узла. Вход: 5/984635 KZT; выход: 99/23001375 KZT; k=23.36; depth=2.
100000000332284100,peripheral,0.25,7,0.628897,Порогов ролей не достиг; требуется контекст. Вход: 10/107426 KZT; выход: 3/289500 KZT; k=2.69; depth=2.
100000000343175100,coordinator,0.52,10,0.85044,Гипотеза связующего узла. Вход seed неполон. Вход: 8/178712 KZT; выход: 31/4000039 KZT; k=22.38; depth=0.
100000000369781100,peripheral,0.1,7,0.20002,Обрыв depth=4; продолжение неизвестно. Вход: 1/5000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000375150100,peripheral,0.1,13,0.503044,Обрыв depth=4; продолжение неизвестно. Вход: 1/300000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000404740100,peripheral,0.1,25,0.297173,Обрыв depth=4; продолжение неизвестно. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000408846100,peripheral,0.25,26,0.345445,Порогов ролей не достиг; требуется контекст. Вход: 1/40500 KZT; выход: 0/0 KZT; k=0.00; depth=3.
100000000413678100,peripheral,0.25,6,0.646512,Порогов ролей не достиг; требуется контекст. Вход: 2/306500 KZT; выход: 3/528198 KZT; k=1.72; depth=3.
100000000424935100,peripheral,0.1,28,0.248418,Обрыв depth=4; продолжение неизвестно. Вход: 1/15000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000425407100,peripheral,0.25,3,0.281566,Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=2.
100000000437046100,coordinator,0.65,1,0.893043,Гипотеза связующего узла. Вход: 9/1107200 KZT; выход: 42/7606224 KZT; k=6.87; depth=2.
100000000440392100,peripheral,0.25,4,0.432456,Порогов ролей не достиг; требуется контекст. Вход: 1/105705 KZT; выход: 0/0 KZT; k=0.00; depth=1.
100000000456947100,peripheral,0.1,72,0.0,Seed без исходящих; нет наблюдаемых связей. Вход: 0/0 KZT; выход: 0/0 KZT; k=н/д; depth=0.
100000000470237100,peripheral,0.1,28,0.323151,Обрыв depth=4; продолжение неизвестно. Вход: 1/32500 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000481716100,peripheral,0.25,9,0.216975,Порогов ролей не достиг; требуется контекст. Вход: 1/8000 KZT; выход: 0/0 KZT; k=0.00; depth=3.
100000000489417100,transit,0.6,13,0.647249,Гипотеза транзита. Вход: 3/73504 KZT; выход: 1/80000 KZT; k=1.09; depth=2.
100000000490383100,peripheral,0.25,4,0.647002,Порогов ролей не достиг; требуется контекст. Вход: 3/62600 KZT; выход: 8/461375 KZT; k=7.37; depth=2.
100000000500040100,peripheral,0.1,1,0.277066,Обрыв depth=4; продолжение неизвестно. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=4.
100000000507799100,peripheral,0.25,39,0.285792,Порогов ролей не достиг; требуется контекст. Вход: 1/5132 KZT; выход: 1/8000 KZT; k=1.56; depth=1.
